nombre,codigo,descripcion,tipo_unidad,venta
BONDEX STANDARD 5 KL,H0759,BONDEX STANDARD 5 KL,UND,True
BOMBA AGR 2CPM25/16B 2HP 220V/60 HZ PEDROLO,H0760,BOMBA AGR 2CPM25/16B 2HP 220V/60 HZ PEDROLO,UND,True
TANQUE HID T-20010 VERTICAL,H0761,TANQUE HID T-20010 VERTICAL,UND,True
"RODILLO FELPA SEMI RUGOSO 9""",H0762,"RODILLO FELPA SEMI RUGOSO 9""",UND,True
CEMENTO ASFALTO 20 KG,H0763,CEMENTO ASFALTO 20 KG,UND,True
IMPERMEABILIZANTE CHOVA TECHO,H0764,IMPERMEABILIZANTE CHOVA TECHO,UND,True
"BROCHA MANGO PLASTICO 5""",H0765,"BROCHA MANGO PLASTICO 5""",UND,True
ANTORCHA DE GAS 65 CM P/CHOVA,H0766,ANTORCHA DE GAS 65 CM P/CHOVA,UND,True
VALVULA ESFERA AGUA 1 1/4 PALANCA H-H GENEBRE WOG,H0767,VALVULA ESFERA AGUA 1 1/4 PALANCA H-H GENEBRE WOG,UND,True
UNION PITON BRONCE 3/8 MONDIAL,H0768,UNION PITON BRONCE 3/8 MONDIAL,UND,True
TEE MECANICA ROSCABLE STRAP 1 1/2X1/2,H0769,TEE MECANICA ROSCABLE STRAP 1 1/2X1/2,UND,True
CODO HN 150 ULFM 90 X 1 1/2,H0770,CODO HN 150 ULFM 90 X 1 1/2,UND,True
TEE ROSCABLE DE 1/2,H0771,TEE ROSCABLE DE 1/2,UND,True
CODO AC CED 40 90X2,H0772,CODO AC CED 40 90X2,UND,True
"TEE HN ULFM  2""",H0773,"TEE HN ULFM  2""",UND,True
TEE PVC CED 40  1 X 1/2 TIGRE,H0774,TEE PVC CED 40  1 X 1/2 TIGRE,UND,True
"ADAPTADOR PVC H 1""",H0775,"ADAPTADOR PVC H 1""",UND,True
"CODO PVC 90 1 1/4"" CED 40 PRESION",H0776,"CODO PVC 90 1 1/4"" CED 40 PRESION",UND,True
"NEPLO AC C40 1 1/2X2""",H0777,"NEPLO AC C40 1 1/2X2""",UND,True
ROSCA HG*-HN 1 1/2,H0778,ROSCA HG*-HN 1 1/2,UND,True
VALVULA PVC ESFERICA GRIS AZUL 32 MM,H0779,VALVULA PVC ESFERICA GRIS AZUL 32 MM,UND,True
VALVULA ESFERA BR 1 TOTAL EA,H0780,VALVULA ESFERA BR 1 TOTAL EA,UND,True
"VALVULA CHECK RANURADA ULFM 2 1/2""",H0781,"VALVULA CHECK RANURADA ULFM 2 1/2""",UND,True
"CRUZ HN RANURADO RECOMB 2""",H0782,"CRUZ HN RANURADO RECOMB 2""",UND,True
NEPLO AC CED 80M 1 1/2 X 4,H0783,NEPLO AC CED 80M 1 1/2 X 4,UND,True
NEPLO AC CED 80M 1 1/2 X 6,H0784,NEPLO AC CED 80M 1 1/2 X 6,UND,True
ROCIADOR AUTOMATICO MONTANTE 1/2 GRIS,H0785,ROCIADOR AUTOMATICO MONTANTE 1/2 GRIS,UND,True
ELECTROVALVULA 110V 1/2 NORMALMENTE ABIERTA,H0786,ELECTROVALVULA 110V 1/2 NORMALMENTE ABIERTA,UND,True
TEMPORIZADOR 11V 16A,H0787,TEMPORIZADOR 11V 16A,UND,True
YEE PVC DESAGUE 75X50 MM RIVAL,H0788,YEE PVC DESAGUE 75X50 MM RIVAL,UND,True
PERNO FLANGE 8X25,H0789,PERNO FLANGE 8X25,UND,True
"TUERCA  ACERO GALVANIZADA 1""",H0790,"TUERCA  ACERO GALVANIZADA 1""",UND,True
CINTA DOBLE FAZ 18MMX2M,H0791,CINTA DOBLE FAZ 18MMX2M,UND,True
PERNO ANCLAJE 3/8 X 1 7/8,H0792,PERNO ANCLAJE 3/8 X 1 7/8,UND,True
TEE PVC DESAGUE 75 MM,H0793,TEE PVC DESAGUE 75 MM,UND,True
TUBO HN C40 1 1/2 X METRO,H0794,TUBO HN C40 1 1/2 X METRO,UND,True
ROSCA HG HN 1 1/2,H0795,ROSCA HG HN 1 1/2,UND,True
NEPLO INOX 3/4 CON CINTURA,H0796,NEPLO INOX 3/4 CON CINTURA,UND,True
"VALVULA CHECK HORIZONTAL 3/4""",H0797,"VALVULA CHECK HORIZONTAL 3/4""",UND,True
"ELEVADOR 3/4""",H0798,"ELEVADOR 3/4""",UND,True
PUENTE TF CORTO HH 25 MM,H0799,PUENTE TF CORTO HH 25 MM,UND,True
BOMBA CENTRIFUGA CP6804-10HP 220/440V TRIFASICA,H0800,BOMBA CENTRIFUGA CP6804-10HP 220/440V TRIFASICA,UND,True
TANQUE HID ZILMET ITA-V 100 LTS H95XD45CM PMAX:125 PSI,H0801,TANQUE HID ZILMET ITA-V 100 LTS H95XD45CM PMAX:125 PSI,UND,True
TABLERO DE PASO 20X30,H0802,TABLERO DE PASO 20X30,UND,True
POLITUBO 1/2 PUNTA BLANCA,H0803,POLITUBO 1/2 PUNTA BLANCA,UND,True
"ADAPATADOR TF H 32 MMX1""",H0804,"ADAPATADOR TF H 32 MMX1""",UND,True
"REDUCCION HN RANRUADA RECOMB 4X2""",H0805,"REDUCCION HN RANRUADA RECOMB 4X2""",UND,True
"REDUCCION HN RANURADA 3X2 1/2""",H0806,"REDUCCION HN RANURADA 3X2 1/2""",UND,True
"VALVULA ESFERA AI ROSC 2""",H0807,"VALVULA ESFERA AI ROSC 2""",UND,True
VALVULA ALIVIO AGUA 3/4 X 150 PSI. ACME-COFLEX,H0808,VALVULA ALIVIO AGUA 3/4 X 150 PSI. ACME-COFLEX,UND,True
UNION PEGABLE 1 1/2 LASCO,H0809,UNION PEGABLE 1 1/2 LASCO,UND,True
FLOTADOR TANQUE 3-4 ,H0810,FLOTADOR TANQUE 3-4 ,UND,True
CODO FUSION VESBO 25X3-4 MACHO METAL,H0811,CODO FUSION VESBO 25X3-4 MACHO METAL,UND,True
PERMAX S 1 MM MILIPUNTI CONFECCIONADO,H0812,PERMAX S 1 MM MILIPUNTI CONFECCIONADO,UND,True
"TUBO 2"" RIVAL 280 PSI",H0813,"TUBO 2"" RIVAL 280 PSI",UND,True
"NUDO 2"" PCP PRESION CAPILAR",H0814,"NUDO 2"" PCP PRESION CAPILAR",UND,True
TANQUE TIPO BOTELLA 2500 LITROS RIVAL,H0815,TANQUE TIPO BOTELLA 2500 LITROS RIVAL,UND,True
"TEE 2"" LASCO",H0816,"TEE 2"" LASCO",UND,True
"ADAPTADOR HEMBRA 2"" LASCO",H0817,"ADAPTADOR HEMBRA 2"" LASCO",UND,True
REDUCTOR 2 A 1/2 LASCO,H0818,REDUCTOR 2 A 1/2 LASCO,UND,True
TEE 1/2 LASCO,H0819,TEE 1/2 LASCO,UND,True
REDUCTOR DE 2 A 1 1/2 LASCO,H0820,REDUCTOR DE 2 A 1 1/2 LASCO,UND,True
NUDO 1 1/2 PCP PRESION CAPILAR,H0821,NUDO 1 1/2 PCP PRESION CAPILAR,UND,True
"SENSOR DE NIVEL INOX 1/2"" 90 G",H0822,"SENSOR DE NIVEL INOX 1/2"" 90 G",UND,True
RELE RELEQUICK RVS10N060V0005P 110V,H0823,RELE RELEQUICK RVS10N060V0005P 110V,UND,True
BASE RELEQUICK SVB10D010110V 5P 110V,H0824,BASE RELEQUICK SVB10D010110V 5P 110V,UND,True
BUSHING PEGABLE 2 X 1/2 LASCO,H0825,BUSHING PEGABLE 2 X 1/2 LASCO,UND,True
BUSHING PEGABLE 2 X 1 LASCO,H0826,BUSHING PEGABLE 2 X 1 LASCO,UND,True
NEPLO INOX 2 CON CINTURA,H0827,NEPLO INOX 2 CON CINTURA,UND,True
"NUDO INOX 2""",H0828,"NUDO INOX 2""",UND,True
NUDO PEGABLE 1 PCP,H0829,NUDO PEGABLE 1 PCP,UND,True
VALVULA ESFERA AGUA 1 1/2 PALANCA H-H GENEBRE,H0830,VALVULA ESFERA AGUA 1 1/2 PALANCA H-H GENEBRE,UND,True
VALVULA ESFERA AGUA 2 PALANCA  GENEBRE WOG,H0831,VALVULA ESFERA AGUA 2 PALANCA  GENEBRE WOG,UND,True
VALVULA PIE BR 2 PEDROLLO,H0832,VALVULA PIE BR 2 PEDROLLO,UND,True
MANOMETRO 100 PSI PAOLO,H0833,MANOMETRO 100 PSI PAOLO,UND,True
ADAPTADOR M PRESION PEGABLE ROSCABLE 50X 1 1/2,H0834,ADAPTADOR M PRESION PEGABLE ROSCABLE 50X 1 1/2,UND,True
"NEPLO HG 2"" C/CINTURA",H0835,"NEPLO HG 2"" C/CINTURA",UND,True
BROCA 5/16X4X6 DEWALT ROTOMARTILLO,H0836,BROCA 5/16X4X6 DEWALT ROTOMARTILLO,UND,True
"TAPON HN RANURA ULFM 2""",H0837,"TAPON HN RANURA ULFM 2""",UND,True
BUJE PVC 2 X 1 1/2 ROSCABLE,H0838,BUJE PVC 2 X 1 1/2 ROSCABLE,UND,True
PLYWOOD 9 LINEAS TC 1 22X2.44 CM,H0839,PLYWOOD 9 LINEAS TC 1 22X2.44 CM,UND,True
FLEXOMETRO FORTIA 5 M,H0840,FLEXOMETRO FORTIA 5 M,UND,True
NEPLO INOX 1/2 X 6,H0841,NEPLO INOX 1/2 X 6,UND,True
PERNO ALLEN DE ACERO 6X16,H0842,PERNO ALLEN DE ACERO 6X16,UND,True
PERNO ALLEN DE ACERO 6X20,H0843,PERNO ALLEN DE ACERO 6X20,UND,True
BOQUILLA CALEFON 1/2 PITON TUERCA LOCA,H0844,BOQUILLA CALEFON 1/2 PITON TUERCA LOCA,UND,True
ADAPTADOR PVC H PRESION PREGROS 25X3/4,H0845,ADAPTADOR PVC H PRESION PREGROS 25X3/4,UND,True
TUBO PVC E-C 25MMX1.25MPA X 6M TIGRE,H0846,TUBO PVC E-C 25MMX1.25MPA X 6M TIGRE,UND,True
LLAVE DE PASO MANIJA FV E471.13,H0847,LLAVE DE PASO MANIJA FV E471.13,UND,True
"BOMBA ESYBOX SPC BOOSTER 2, HP 2027240V 1F 60 HZ 60161182",H0848,"BOMBA ESYBOX SPC BOOSTER 2, HP 2027240V 1F 60 HZ 60161182",UND,True
NEPLO INOX 1/4 C/CINTURA,H0849,NEPLO INOX 1/4 C/CINTURA,UND,True
FILTRO RETEN 1” GENEBRE PLASTICO,H0850,FILTRO RETEN 1” GENEBRE PLASTICO,UND,True
"NEPLO A/C CED/80 3/4 X 8""",H0851,"NEPLO A/C CED/80 3/4 X 8""",UND,True
CODO A/C P/S CED 40 90X3/4,H0852,CODO A/C P/S CED 40 90X3/4,UND,True
TUBO AC CED40 S/C P/S 3/4 X 6 M,H0853,TUBO AC CED40 S/C P/S 3/4 X 6 M,UND,True
" UNION AI ROSCABLE  1 1/4""",H0854," UNION AI ROSCABLE  1 1/4""",UND,True
TUBO PVC SILVER 110MMX3M RIVAL,H0855,TUBO PVC SILVER 110MMX3M RIVAL,UND,True
NUDO FUSION VESBO 32 MM,H0856,NUDO FUSION VESBO 32 MM,UND,True
CODO CACHIMBA INOX 1 1/4X90  ,H0857,CODO CACHIMBA INOX 1 1/4X90  ,UND,True
PUENTE TF VESBO 32 MM,H0858,PUENTE TF VESBO 32 MM,UND,True
TUBO AC CED10 RANURADO ROJO A795  1 1/2 X 6 M,H0859,TUBO AC CED10 RANURADO ROJO A795  1 1/2 X 6 M,UND,True
UNION HN RANURADA RIGIDA RECOMB 2.1/2,H0860,UNION HN RANURADA RIGIDA RECOMB 2.1/2,UND,True
TUBO AC CED 10 RANURADO ROJO A795 2 1/2,H0861,TUBO AC CED 10 RANURADO ROJO A795 2 1/2,UND,True
"BROCHA 1 1/2""",H0862,"BROCHA 1 1/2""",UND,True
TANQUE PE 5000 LITROS PLASTIGAMA,H0863,TANQUE PE 5000 LITROS PLASTIGAMA,UND,True
"ADAPTADOR PVC TANQUE ROSCABLE 1"" TIGRE",H0864,"ADAPTADOR PVC TANQUE ROSCABLE 1"" TIGRE",UND,True
"ADAPTADOR PVC TANQUE ROSCABLE 3/4"" TIGRE",H0865,"ADAPTADOR PVC TANQUE ROSCABLE 3/4"" TIGRE",UND,True
LIJA N0. 240,H0866,LIJA N0. 240,UND,True
TUBO DE ABASTO PARA CALEFON,H0867,TUBO DE ABASTO PARA CALEFON,UND,True
DISOLVENTE 3.78 LTS,H0868,DISOLVENTE 3.78 LTS,UND,True
NUDO DE 1/2 PLASTIGAMA,H0869,NUDO DE 1/2 PLASTIGAMA,UND,True
CODO DE 1/2 X 45 PLASTIGAMA,H0870,CODO DE 1/2 X 45 PLASTIGAMA,UND,True
REDUCCION HN RANURADA ULFM 3 X 2 1/2,H0871,REDUCCION HN RANURADA ULFM 3 X 2 1/2,UND,True
TUBO HN RANURADO ROJO C10 3· X 5.80 METROS,H0872,TUBO HN RANURADO ROJO C10 3· X 5.80 METROS,UND,True
"CRUZ RANURADA 3""",H0873,"CRUZ RANURADA 3""",UND,True
VALVULA ALIVIO GAS 1/4 3127G,H0874,VALVULA ALIVIO GAS 1/4 3127G,UND,True
PISTOLA SILICON TUBO NEGRA,H0875,PISTOLA SILICON TUBO NEGRA,UND,True
ANGULO ACERO A36 1/2X1/8 (40X3) X 6M,H0876,ANGULO ACERO A36 1/2X1/8 (40X3) X 6M,UND,True
SIFON ACOPLE EDESA 1 1/4,H0877,SIFON ACOPLE EDESA 1 1/4,UND,True
DESAGUE LAVATORIO TAPA GIRATORIA,H0878,DESAGUE LAVATORIO TAPA GIRATORIA,UND,True
BOMBA  DAB INVERTERN 1 HP 115-220V E .SYBOX MINI 3 60 LPM A 24 PSI,H0879,BOMBA  DAB INVERTERN 1 HP 115-220V E .SYBOX MINI 3 60 LPM A 24 PSI,UND,True
DETECTOR DE HUMO JEM ST82 C-BATERIA 9V-DC ,H0880,DETECTOR DE HUMO JEM ST82 C-BATERIA 9V-DC ,UND,True
MASCARA PROTECTORA DE SOLDAR,H0881,MASCARA PROTECTORA DE SOLDAR,UND,True
LLAVE FRANCESA IRWIN,H0882,LLAVE FRANCESA IRWIN,UND,True
"NEPLO AI DE 1 X 12""",H0883,"NEPLO AI DE 1 X 12""",UND,True
"NEPLO AI DE 1 X 3""",H0884,"NEPLO AI DE 1 X 3""",UND,True
"UNION HN RANURADA FLEXIBLE 4""",H0885,"UNION HN RANURADA FLEXIBLE 4""",UND,True
MANGUERA REFORZADA NEGRA 3/8 GAS,H0886,MANGUERA REFORZADA NEGRA 3/8 GAS,UND,True
"VALVULA REDUCTORA DE PRESION DE 1/2""",H0887,"VALVULA REDUCTORA DE PRESION DE 1/2""",UND,True
PERNO TIRAFONDO 1/4X2 UNIDADES,H0888,PERNO TIRAFONDO 1/4X2 UNIDADES,UND,True
"NEPLO HN 20 CM X 2 1/2""",H0889,"NEPLO HN 20 CM X 2 1/2""",UND,True
"NEPLO AI DE 1/2 X 8""",H0890,"NEPLO AI DE 1/2 X 8""",UND,True
"NEPLO AI DE 1/2 X 6""",H0891,"NEPLO AI DE 1/2 X 6""",UND,True
"NEPLO AI DE 1/2 X 2""",H0892,"NEPLO AI DE 1/2 X 2""",UND,True
"CODO TF ADAPTADOR M 90 20 X 1/2""",H0893,"CODO TF ADAPTADOR M 90 20 X 1/2""",UND,True
TAPON RANURADO 1  1/2  TIPO VIATULIC,H0894,TAPON RANURADO 1  1/2  TIPO VIATULIC,UND,True
"TAPON RANURADO 2 1/2""",H0895,"TAPON RANURADO 2 1/2""",UND,True
"UNION INOX 1""",H0896,"UNION INOX 1""",UND,True
"BUSHING INOX 1 1/4 X 1""",H0897,"BUSHING INOX 1 1/4 X 1""",UND,True
"TERMINAL ESPIGA 50X 1,1/2(M) PLASTIGAMA",H0898,"TERMINAL ESPIGA 50X 1,1/2(M) PLASTIGAMA",UND,True
"TERMINAL ESPIGA 50X 1,1/2(H) PLASTIGAMA",H0899,"TERMINAL ESPIGA 50X 1,1/2(H) PLASTIGAMA",UND,True
"TUERCA CON ARANDELA 8""X 1,25 U",H0900,"TUERCA CON ARANDELA 8""X 1,25 U",UND,True
TEE ESPIGA 50 PLIMAT,H0901,TEE ESPIGA 50 PLIMAT,UND,True
BUSHING ESPIGA 50X40 PLASTIGAMA,H0902,BUSHING ESPIGA 50X40 PLASTIGAMA,UND,True
VALVULA PEGABLE C/NUD  1 1/4 LD (AZUL),H0903,VALVULA PEGABLE C/NUD  1 1/4 LD (AZUL),UND,True
UNION PEGABLE 1/2 LASCO,H0904,UNION PEGABLE 1/2 LASCO,UND,True
"REDUCCION HN RANURADA 4X2 1/2""",H0905,"REDUCCION HN RANURADA 4X2 1/2""",UND,True
BROCA HSS LARGA 1/2X4 1/1X1,H0906,BROCA HSS LARGA 1/2X4 1/1X1,UND,True
CINTA CAFÉ ADHESIVA 48MMX80YDOS,H0907,CINTA CAFÉ ADHESIVA 48MMX80YDOS,UND,True
BROCA DE COBALTO DEWALT 3/8,H0908,BROCA DE COBALTO DEWALT 3/8,UND,True
"DISCO DE CORTE METAL INDUSTRIAL 16""",H0909,"DISCO DE CORTE METAL INDUSTRIAL 16""",UND,True
"PERNO DE ACERO DE 3/8 X 1,1/2""",H0910,"PERNO DE ACERO DE 3/8 X 1,1/2""",UND,True
"CODO AI ROSCABLE 90X1/2""",H0911,"CODO AI ROSCABLE 90X1/2""",UND,True
ANGULO AI C40X3,H0912,ANGULO AI C40X3,UND,True
"NEPLO AI 1/2 X 4""",H0913,"NEPLO AI 1/2 X 4""",UND,True
ENCHUFE 2 PATAS,H0914,ENCHUFE 2 PATAS,UND,True
TAPON PEGABLE 2 H LASCO,H0915,TAPON PEGABLE 2 H LASCO,UND,True
"NUDO HN ULFM 1/2""",H0916,"NUDO HN ULFM 1/2""",UND,True
"CODO HG CIFUNSA 45X1-2""",H0917,"CODO HG CIFUNSA 45X1-2""",UND,True
GAFAS DEPORTIVAS PROTECTORAS,H0918,GAFAS DEPORTIVAS PROTECTORAS,UND,True
NEPLO INOX DE 2.1-2X30CM,H0919,NEPLO INOX DE 2.1-2X30CM,UND,True
"NEPLO AC 1/2X2""",H0920,"NEPLO AC 1/2X2""",UND,True
CONECTOR MACHO DE MANGUERA,H0921,CONECTOR MACHO DE MANGUERA,UND,True
"MANOMETRO 180 PSI X 1/8""",H0922,"MANOMETRO 180 PSI X 1/8""",UND,True
NEPLO INOX 3/4X1/2,H0923,NEPLO INOX 3/4X1/2,UND,True
"CODO AI ROSCABLE 45 X 1/2""",H0924,"CODO AI ROSCABLE 45 X 1/2""",UND,True
"NEPLO BR 1/2 X 1/4"" (NR 1214)",H0925,"NEPLO BR 1/2 X 1/4"" (NR 1214)",UND,True
"NEPLO BR 1/2 X 1/2"" (UMM 1212)",H0926,"NEPLO BR 1/2 X 1/2"" (UMM 1212)",UND,True
ANGULO DE ACERO 1 1/4 X 3/16 X 6 METROS,H0927,ANGULO DE ACERO 1 1/4 X 3/16 X 6 METROS,UND,True
TANQUE DE GAS GLP 1 M3,H0928,TANQUE DE GAS GLP 1 M3,UND,True
BROCA DE METAL 15/32,H0929,BROCA DE METAL 15/32,UND,True
"PERNO DE ANCLAJE 8,30 FLANGE",H0930,"PERNO DE ANCLAJE 8,30 FLANGE",UND,True
ROCIADOR NORMADO ULFM,H0931,ROCIADOR NORMADO ULFM,UND,True
CASCO AMARILLO,H0932,CASCO AMARILLO,UND,True
"MANGUERA CORRUGADA 3/4""",H0933,"MANGUERA CORRUGADA 3/4""",UND,True
TAPON MACHO HG 3/4,H0934,TAPON MACHO HG 3/4,UND,True
"TAPON MACHO HG 1""",H0935,"TAPON MACHO HG 1""",UND,True
"HAROMAK DISCO DORADO CERAMICA 4 1/2 22,23MM",H0936,"HAROMAK DISCO DORADO CERAMICA 4 1/2 22,23MM",UND,True
HAROMAK DISCO VERDE PORCELANATO CONTINUO 4 1/2 ,H0937,HAROMAK DISCO VERDE PORCELANATO CONTINUO 4 1/2 ,UND,True
TAPA PVC H DESAGUE 50 MM TIGRE,H0938,TAPA PVC H DESAGUE 50 MM TIGRE,UND,True
TAPA PVC H DESAGUE 75 MM TIGRE,H0939,TAPA PVC H DESAGUE 75 MM TIGRE,UND,True
"PUENTE DE BRONCE DE 1/2""",H0940,"PUENTE DE BRONCE DE 1/2""",UND,True
TAPON H 1 1/2 DAMIPLASTHI,H0941,TAPON H 1 1/2 DAMIPLASTHI,UND,True
"TAPON H 1"" A/F LASCO",H0942,"TAPON H 1"" A/F LASCO",UND,True
NEPLO INOX 1/2X4,H0943,NEPLO INOX 1/2X4,UND,True
PURGADOR AIRE 1/2 ITAP,H0944,PURGADOR AIRE 1/2 ITAP,UND,True
LETRERO GABINETE DE INCENDIO,H0945,LETRERO GABINETE DE INCENDIO,UND,True
EMPAQUE PARA MANGUERA 10PZ TRUPER,H0946,EMPAQUE PARA MANGUERA 10PZ TRUPER,UND,True
PISTOLA DE CALOR BK-HG109,H0947,PISTOLA DE CALOR BK-HG109,UND,True
ESPONJA,H0948,ESPONJA,UND,True
REGULADOR 4 KL RECA,H0949,REGULADOR 4 KL RECA,UND,True
VALVULA FILTRA 3/4 GENEBRE,H0950,VALVULA FILTRA 3/4 GENEBRE,UND,True
REGULADOR 2DA 17 KG 1/2X1/2 RECA VERDE,H0951,REGULADOR 2DA 17 KG 1/2X1/2 RECA VERDE,UND,True
BUSHING INOX 1 X 3/4,H0952,BUSHING INOX 1 X 3/4,UND,True
VALVULA FLOTADOR ESSETI 3/4,H0953,VALVULA FLOTADOR ESSETI 3/4,UND,True
TAPA PVC H DESAGUE 110 MM TIGRE,H0954,TAPA PVC H DESAGUE 110 MM TIGRE,UND,True
TUBO TF 110MM X 4 M PN 16,H0955,TUBO TF 110MM X 4 M PN 16,UND,True
UNION TF 110 MM PN 25,H0956,UNION TF 110 MM PN 25,UND,True
ADAPTADOR TF H 110 MM X 4 PULGADAS,H0957,ADAPTADOR TF H 110 MM X 4 PULGADAS,UND,True
TEE REDUCIDA TF 110MM X 75MMX110MM PN 25,H0958,TEE REDUCIDA TF 110MM X 75MMX110MM PN 25,UND,True
CODO TF 110MM X 92MM PN 25,H0959,CODO TF 110MM X 92MM PN 25,UND,True
ADAPTADOR TF H 75 X 2 1/2 MM PN 25,H0960,ADAPTADOR TF H 75 X 2 1/2 MM PN 25,UND,True
TUBO TF 75 X 6.8 MM PN 16,H0961,TUBO TF 75 X 6.8 MM PN 16,UND,True
CODO TF 90 X 75MM PN 25,H0962,CODO TF 90 X 75MM PN 25,UND,True
UNION TF UNIVERSAL 25 MM TORO,H0963,UNION TF UNIVERSAL 25 MM TORO,UND,True
UNION TF UNIVERSAL 20 MM TORO,H0964,UNION TF UNIVERSAL 20 MM TORO,UND,True
NEPLO CED 40 1 1/2X8 MM,H0965,NEPLO CED 40 1 1/2X8 MM,UND,True
BOMBA JET PLURIJET 4/200 2 HP 220V 4 ETAPAS AUTOCEBANTE,H0966,BOMBA JET PLURIJET 4/200 2 HP 220V 4 ETAPAS AUTOCEBANTE,UND,True
BOMBA CENTRIFUGA CP6809 10 HP 220/440V TRIFASICA,H0967,BOMBA CENTRIFUGA CP6809 10 HP 220/440V TRIFASICA,UND,True
"HIDROLAVADORA 120V M 60HZ1,4KW 1450 PSI 1400W 100BAR 10MPA_CON MANIJA RUEDA Y ACOPLE AMERICANO",H0968,"HIDROLAVADORA 120V M 60HZ1,4KW 1450 PSI 1400W 100BAR 10MPA_CON MANIJA RUEDA Y ACOPLE AMERICANO",UND,True
UNION TF 75 MM PN25,H0969,UNION TF 75 MM PN25,UND,True
BOQUILLA DE BRONCE 1/4X3/8,H0970,BOQUILLA DE BRONCE 1/4X3/8,UND,True
VALVULA ANGULAR FLOU COM 2 1/2,H0971,VALVULA ANGULAR FLOU COM 2 1/2,UND,True
TAPON BR MACHO 2 1/2 PARA SIAMESA,H0972,TAPON BR MACHO 2 1/2 PARA SIAMESA,UND,True
PLACA REDONDA PARA SIAMESA,H0973,PLACA REDONDA PARA SIAMESA,UND,True
VALVULA DE ACOPLE RAPIDO 3/4,H0974,VALVULA DE ACOPLE RAPIDO 3/4,UND,True
BAYONETA ACOPLE RAPIDO 3/4,H0975,BAYONETA ACOPLE RAPIDO 3/4,UND,True
ADAPTADORNFLEX 1/2 PLASTIGAMA,H0976,ADAPTADORNFLEX 1/2 PLASTIGAMA,UND,True
CODO PVC 90X3-4 ROSCABLE,H0977,CODO PVC 90X3-4 ROSCABLE,UND,True
MANGUERA POOL 1/2X 100 CM COFLEX,H0978,MANGUERA POOL 1/2X 100 CM COFLEX,UND,True
TAPON TF H 25 MM,H0979,TAPON TF H 25 MM,UND,True
"NEPLO AI 1/2"" PERDIDO",H0980,"NEPLO AI 1/2"" PERDIDO",UND,True
TIZA INDUSTRIAL,H0981,TIZA INDUSTRIAL,UND,True
"NUDO AI ROSCABLE 2""",H0982,"NUDO AI ROSCABLE 2""",UND,True
"AISLANTE TERMICO 3 MM X 1,22",H0983,"AISLANTE TERMICO 3 MM X 1,22",UND,True
PROTECTOR AUDITIVO,H0984,PROTECTOR AUDITIVO,UND,True
BOTINES NEGRO TRABAJO,H0985,BOTINES NEGRO TRABAJO,UND,True
BUJE PVC CORTO 63X50,H0986,BUJE PVC CORTO 63X50,UND,True
TUBO PVC E-C 63X1X6M,H0987,TUBO PVC E-C 63X1X6M,UND,True
TEE PEGABLE REDUCCION 1X1/2 LASCO,H0988,TEE PEGABLE REDUCCION 1X1/2 LASCO,UND,True
"ADAPTADOR H 2"" LASCO",H0989,"ADAPTADOR H 2"" LASCO",UND,True
ESMALTE AMARILLO 1 LITRO,H0990,ESMALTE AMARILLO 1 LITRO,UND,True
TEE REDUCIDA DE 25 A 20MM,H0991,TEE REDUCIDA DE 25 A 20MM,UND,True
PEGA LOG TUBO 1000 CC RIVAL,H0992,PEGA LOG TUBO 1000 CC RIVAL,UND,True
ANGULO 1 1/4 X 3/16,H0993,ANGULO 1 1/4 X 3/16,UND,True
BUJE PVC CED 40 2X1 DURA,H0994,BUJE PVC CED 40 2X1 DURA,UND,True
ADAPTADOR PVC M CED 40 3/4 PEGABLE ROSCABLE TIGRE,H0995,ADAPTADOR PVC M CED 40 3/4 PEGABLE ROSCABLE TIGRE,UND,True
"BOMBA SUMERGIBLE VXC 20/50 PEDROLLO 220V760 HZ 1 HP CON C.BOX2,5 202104 DRENAJE AGUA NEGRA",H0996,"BOMBA SUMERGIBLE VXC 20/50 PEDROLLO 220V760 HZ 1 HP CON C.BOX2,5 202104 DRENAJE AGUA NEGRA",UND,True
REDUCCION CONCENTRICA RANURADA 1 1/2X 1 1/4,H0997,REDUCCION CONCENTRICA RANURADA 1 1/2X 1 1/4,UND,True
UNION RIGIDA RANURADA 1 1-4,H0998,UNION RIGIDA RANURADA 1 1-4,UND,True
"DISCO RINO DIAMANTE CORTE SECO 9"" PARA HORMIGON",H0999,"DISCO RINO DIAMANTE CORTE SECO 9"" PARA HORMIGON",UND,True
SIKA GROUT 30 KG,H1000,SIKA GROUT 30 KG,UND,True
UNION INOX 1/2,H1001,UNION INOX 1/2,UND,True
MANOMETRO GLICERINA VERT 1/4 100 PSI WINTERS,H1002,MANOMETRO GLICERINA VERT 1/4 100 PSI WINTERS,UND,True
REDUCCION COBRE SOSOS 1/2X3/8,H1003,REDUCCION COBRE SOSOS 1/2X3/8,UND,True
"UNION FLEXIBLE RANURADA 1 1/4""",H1004,"UNION FLEXIBLE RANURADA 1 1/4""",UND,True
"BUSHING  AI 1 1/2X1""",H1005,"BUSHING  AI 1 1/2X1""",UND,True
UNION COBRE SOSO 3/8,H1006,UNION COBRE SOSO 3/8,UND,True
NEPLO HEXAGONAL GALVANIZADO 1/2 UFLM,H1007,NEPLO HEXAGONAL GALVANIZADO 1/2 UFLM,UND,True
"BOMBA HIDRAULICA SUMERGIBLE 1,5 HP 2""",H1008,"BOMBA HIDRAULICA SUMERGIBLE 1,5 HP 2""",UND,True
